1324003493745725444_1.jpg	fe
1375028978935824387_1.jpg	
1300508661283000324_1.jpg	sono una testa di cazzo
1328735960243298304_1.jpg	questa scena è una porcheria
1346854995128422403_1.jpg	
1303407759132635141_3.jpg	
1304766718498074624_1.jpg	so che mi vogliono fare fuori giustamente
1347840419367952385_2.jpg	e ti aizzo contro dei cani sì
1316411933688504322_1.jpg	lo sono il re della merda e voi siete delle merde
1305536793903857665_1.jpg	spirito di machiavelli niccolò posso chiamarti nick
1304812014431281152_1.jpg	urlando liberi tutti tutti a casa ci vediamo lunedì
1328368265178062853_1.jpg	n tu pensi che io sia matto no
1347207905330794499_1.jpg	e stato collocato male nel palinsesto
1297100804642545664_3.jpg	
1316101641234534401_1.jpg	suo padre lo picchiava poi spari e l ha ritrovato a cuba dopo 20 anni x
1352637874471055361_1.jpg	mi sveglio alle 4 30 tutti i giorni ll per venire qua 1
1327925379361804288_2.jpg	
1354822237551947778_1.jpg	ma che cazzo dici è ridicolo
1300361329530863616_1.jpg	rene oggi è lunedì caro boris
1311334992258109440_1.jpg	
1306883648784867329_1.jpg	litigo sempre coni sindacati con mia moglie con mio figlio
1351490924036186112_1.jpg	oggi rischiamo tutto
1298187495230840833_2.jpg	poi diventano irrimediabilmente delle cagate
1334857567093354497_1.jpg	carri 3 si vedi come puoi migliorare e fallo entro le 18 00
1302320596957777920_1.jpg	tutti sanno che sei un ubriacona e una ladra
1345147687541366784_1.jpg	pazzayo vis ilfafi senza pubblico sivince più fuori
1377282034574393345_2.jpg	è va no è il metodo dei cazzi miei
1369228971129270283_1.jpg	mi hanno dato una testata sul naso
1375844873820123148_2.jpg	el ni quanto idealizzata
1312684992309473281_1.jpg	e incredibile questo è il ju jitsu
1363066371375046656_1.jpg	quella è gente protetta
1303770151704080384_1.jpg	non si può perché sei così cattiva tu
1303317167543185408_2.jpg	corre disperatamente da una parte all altra
1297926641717587969_1.jpg	4 la politica crea molte ingiustizie lo so lo so
1308685976986963972_1.jpg	no oggi non posso permettermi altri guai che hai fatto d
1327925379361804288_1.jpg	vi vedo
1350841052668850179_1.jpg	si impegna molto merda
1302173708438638592_2.jpg	che adesso non mi ricordo ma non fa niente
1296015362312609793_1.jpg	la qualità non basta stiamo già nella merda
1359451114911973380_1.jpg	non leggo niente e sto benissimo
1349302916511838208_2.jpg	come l amore i soldi xx meer
1295815924193402881_2.jpg	
1302535534473076737_1.jpg	lascia stare che oggi è nervoso nervosissimo
1351199006937018372_1.jpg	lo intuisco da sguardini telefonatine da come mi parlano
1325150784422465536_1.jpg	grazie dio
1350040726537707520_1.jpg	non posso mollarlo dai mi piange il cuore
1318964171434872834_1.jpg	quando smetterai di essere rancorosa nei miei confronti
1320815482879004677_1.jpg	o o _ questo cichiede il paese oggi vuole sapere dove stiamo andando
1298967326109380608_1.jpg	siamo davvero su scherzi a parte
1300803393091522560_1.jpg	ma che ti frega della scuola
1334452183086084096_1.jpg	la gente non deve rompere il cazzo con mille domande
1302229997009002496_1.jpg	x ia co fiodi e questo perché affronta i grandi temi della vita con coraggio i noe
1356637691534860290_1.jpg	senti io non ho bisogno di questo avrei bisogno di un po di coccole
1298334332256428033_1.jpg	a tutto però i scambiandovi degli sguardi complici tt i x
1365971822060199936_1.jpg	
1326569415199035399_3.jpg	la nuora è una figura fondamentale la nuora
1372854377116012544_1.jpg	lo in questi anni ho imparato una cosa bisogna sapersi fermare
1346171755887554561_1.jpg	non sono più uno schiavo capisci
1315682822938558464_1.jpg	non si faranno più le cose a cazzo di cane
1317112925736271874_1.jpg	il problema è che fra di noi il rapporto non funziona
1306216266068365314_1.jpg	
1334160787389231105_2.jpg	me la ripetete verso le 19 10
1316687434911027201_1.jpg	a i ma adesso sento che una luce si è accesa dentro di me
1356303402477760512_1.jpg	sai qual è la cosa più importante in questo mestiere
1367864875859513345_1.jpg	a r e è si
1321410056043274240_1.jpg	non si faranno più le cose a cazzo di cane
1361686729153994752_1.jpg	
1341324016599134209_1.jpg	4 c è un problema con tatti barletta chi minchia è tatti barletta
1298606123759685632_2.jpg	la scriviamo gratis lo so
1380810847358959622_1.jpg	2 questo è un danno molto grave
1299274504250818561_3.jpg	e poi in questo periodo mi sento così
1333816489741340673_1.jpg	e lei aveva un alito molto peggiore del morto
1348934560843763712_1.jpg	
1330540838317854724_1.jpg	a morte il conte io
1328736966066761729_1.jpg	
1321177223706120193_1.jpg	ricordati il mediocre copia il genio ruba a
1345747862244745239_1.jpg	ho investito 30 000 euro in un peschereccio ma sono già pentito
1306941049005367298_1.jpg	non sono più uno schiavo capisci
1364281093503991811_1.jpg	no scusa lo non ce la faccio abbia pazienza
1323568508568064000_1.jpg	ti sei imborghesito daiffai qualcosa
1360892440102768642_1.jpg	
1296736599535951873_1.jpg	a per favore non chiamate amici parenti giornalisti e altre cazzate
1357364259391496197_1.jpg	sto seguendo un mio percorso ma lo faccio molto velocemente
1345784592012353537_1.jpg	
1315020893458841601_1.jpg	of ho destrutturato tutto ma sto peggio
1298696717701980160_1.jpg	pe y x lo sanno già tutti sciacalli j d sa in dl o a i g u
1359841984094105603_1.jpg	fà 4 vv
1346392595166093315_1.jpg	quando sono andato a chiamarla piangeva
1354737734116659201_1.jpg	
1301812995593564166_1.jpg	pe erre di 4 i e dai che cominciamo dai dai dai
1304478795664101376_1.jpg	lo mi sono rotto i coglioni di fare questo lavoro
1305129099996942337_1.jpg	n ba n forse il problema è qua
1324013727109255169_1.jpg	senti perché voti berlusconi
1302229997009002496_3.jpg	il dolore il tradimento i a meana
1338067265460326401_1.jpg	chi è che non ha mai rubato almeno una volta nella vita andiamo
1339516730507468800_2.jpg	niente tutto a posto dai che cella fai
1345674468086132736_1.jpg	un onda buona energia positiva una cosa stupenda
1337089685441622018_1.jpg	qui contano solo le amicizie è un mondo di merda
1323955211782791169_1.jpg	
1325375807112536065_1.jpg	capito ragazzi vi voglio a mille qui ci scappa il capolavoro
1301538060757356544_2.jpg	v infatti non sto fumando nessuno sta fumando
1299376203539853313_1.jpg	
1365303296307658753_1.jpg	
1299738587680763905_1.jpg	sono stufo di essere solo qui c è tanta gente
1352585009446662144_1.jpg	
1296884776591228928_2.jpg	è racconta una storia di estrema povertà in lucania
1380908932261150723_1.jpg	buonasera so lillo
1329330615745994753_1.jpg	
1320315909366480897_1.jpg	i c i è
1335893715089567745_1.jpg	signori allacciatevi le cinture che si ride forte
1372964999489060866_1.jpg	
1370314506509955073_1.jpg	utttta uu mg
1366336966804045825_1.jpg	sinceramente io speravo in qualcosa di qualità
1355086378862845952_1.jpg	quanto sei italiana pure tu mangia ste tagliatelle dai
1345785781416308737_1.jpg	
1308413415313076230_1.jpg	ne dani ene i a bho 4 i ergo x cosa ti importa del senso e
1381154862046531586_4.jpg	
1300835827392688128_1.jpg	da sola con questi 30 milioni
1299636915583492098_1.jpg	montecarlo tu sei il mio migliore amico
1373691258288365572_1.jpg	seppia ora sono cazzi tuoi puoi andare
1376455649362636801_1.jpg	lo ho già finito i soldi di tutta la settimana
1372946737581723651_1.jpg	il progetto è fattibile
1310655520148082688_2.jpg	mi servono soldi
1357268447571439618_1.jpg	ma perché non ci abbiamo pensato prima
1337349418379571201_1.jpg	
1355455233976111104_1.jpg	alberto ti sei appena laureato perché non sorridi problemi di tartaro
1322571804775452677_1.jpg	e un thriller rinascimentale con un frate misterioso
1347499233994301449_1.jpg	per prepararsi psicologicamente a ha bisogno di tempo
1356182843026771969_1.jpg	si certo che sono italiano
1310147070402146304_1.jpg	bellissimo servizio di posate
1345022193898565632_1.jpg	è un mondo difficile ragazzo mio che ce voj fà
1308843581713465344_1.jpg	se continuo con questa schifezza mi ammalo
1331157771992129536_1.jpg	as questa è la fia de maziaga e questo li è ur paese dove ihomi contano i f 205 gate mazingap ì de mazinga è um erde positivo bh eroe
1326959345628831747_1.jpg	questo non può fare un altro mestiere
1300729374476578816_1.jpg	sì però tu mi dirai vabbè lo sanno fare tutti
1343230337065824258_1.jpg	domenica faccio un calendario tra le dune di capocotta tutta insabbiata bello si
1297518955930640384_1.jpg	tu non sei cambiato ti sei trasformato
1362339808241209344_1.jpg	
1311656057941438465_1.jpg	rené dov è duccio in roulotte sta piangendo
1363917423481659393_1.jpg	4 che schifezza
1312739248458563584_1.jpg	
1346117679376183296_1.jpg	no scusate lo adesso dovrei ritrovare l emozione
1305899177319133186_1.jpg	4
1301090070833901569_2.jpg	pe sul comportamento umano
1321754384762626048_1.jpg	non sto calmo sono appassionato
1300055671488917505_1.jpg	of ho destrutturato tutto ma sto peggio
1366872531630755848_1.jpg	cr sy 2 è fo
1299013817083392000_1.jpg	i questa so tre mesi che sta seduta
1314933954961649664_1.jpg	ho collaborato come potevo ho dato una mano
1305438625409249280_1.jpg	la rete aspetta un segnale da te da una settimana non è difficile
1307394026107269120_1.jpg	il tuo problema è che finora nessuno ti ha mai picchiato
1314985032684048384_1.jpg	urlando ma che grazie stiamo nella merda
1312784545498968071_1.jpg	_ ma erano dieci malloppi da 100 minuti da leggere in tre giorni
1314934022942973953_1.jpg	sì ma non è una grande crisi è solo una piccola crisi
1299274504250818561_4.jpg	riflessiva
1323195068107337728_1.jpg	4
1350012928720826368_1.jpg	voglio dirti una cosa tu sei troppo ansioso
1368221248287764483_1.jpg	no no perché poi me vie l ansia la paura i
1343209900239941635_2.jpg	è s os é è io pad er abbiamo solo iu scontro sui metodi di costruzione delie madonne
1308146479433949185_1.jpg	non deve far ridere perché non c è un cazzo da ridere fe
1311289699722559489_2.jpg	si ma quando cominciamo tra due anni
1307251520136765440_1.jpg	
1296839477558685701_1.jpg	
1329000852581982208_2.jpg	tra un po scopriremo che sono tutti nell aldilà
1345371106245562369_1.jpg	
1342586720722812928_2.jpg	
1323701322785411073_1.jpg	a non sopporto più la stampa italiana praticamente non ci parlo più
1349302916511838208_3.jpg	il dolore il tradimento i a meana
1327230197284937729_2.jpg	ì ma non solo io siamo una squadra
1344678794888695810_1.jpg	
1367628091435200513_1.jpg	misi we eg 1 6 ro un giorno qualcuno dovrà spiegarci i ss uan in 4 come è finito lì ùn di l si i
1306261566266814465_1.jpg	brutta brutta situazione co rr aaa
1343653019704061953_1.jpg	tu lo sai che sono stato adottato vero sì
1308118804975808512_1.jpg	non sei andato in ospedale sei scemo
1361247543871631360_1.jpg	e la mia squadra anche se fa schifo
1304132536356962306_1.jpg	attenzione ho una pistola nello zaino
1365232394165514243_1.jpg	ti spacco la testa ma devi darmi un motivo
1320011443383771137_1.jpg	guarda che delinquenti
1350461621076979718_1.jpg	cadattn o
1315398486481870848_1.jpg	
1360618103571435526_1.jpg	tu devi solo ringraziarmi
1347485448403353600_2.jpg	ma dobbiamo prendere una bella vacanza rilassarci un po
1367584794628878342_1.jpg	a 8
1381632523294412813_1.jpg	
1304449627760947200_1.jpg	
1347636154733125634_1.jpg	first reaction basito
1273937319582711811_3.jpg	ua
1332399213360123908_1.jpg	voce indemoniata
1300003103589257216_1.jpg	senti lo so che cos è soltanto che a me adesso non mi va di ridere
1297100804642545664_2.jpg	
1322958029772513282_1.jpg	vogliamo davvero spendere tutti quei soldi
1367538183362215939_1.jpg	ora andiamo da amadeus no per oggi basta
1347131922485538816_1.jpg	ho lavorato come un bue 100906 gx
1305491488407613440_1.jpg	musica popolare
1329812164673220610_1.jpg	ormai favino fa tutti i ruoli
1309784259876528133_1.jpg	n tu pensi che io sia matto no
1338792881251823617_1.jpg	il materiale che abbiamo consegnato fa schifo ai cani e cacca
1296160005457149955_1.jpg	tu parli ma non fai niente di serio a 4 lo sono un uomo concreto bambina
1352935122656497666_1.jpg	va mi ribolle la rabbia nel cuore x dottore mi aiuti
1297971941861597185_1.jpg	e vecchio decrepito i piccioni ci defecano sopra
1330506851268653057_1.jpg	olé
1279705659127345152_1.jpg	l italia del futuro è così un paese allegro mentre fuori c è la morte
1273937319582711811_1.jpg	vi vedo
1323701305983012864_1.jpg	anche se la tentazione di non fare davvero più un cazzo è forte
1339897501323833345_1.jpg	
1323274375248969729_1.jpg	non sono contento e sai che quando èé così intervengono i miei avvocati
1339160330761547778_1.jpg	anzi ne abbiamo riso molto ride di gusto
1353993163095105536_1.jpg	4 si lo questa l ho sentita tutta qui e qui dentro
1325015009018204161_1.jpg	speranza
1314279399559176192_1.jpg	voglio dirti una cosa tu sei troppo ansioso
1299693283870830592_1.jpg	sì ho mandato 57 email alla magnesia e 44 alla rete e niente
1298550570979123201_1.jpg	andrò all inferno lo sai vero ma tu starai al mio fianco
1317398754702610434_1.jpg	oggi rischiamo tutto
1357737636111265792_2.jpg	
1309418520950837249_1.jpg	cane maledetto
1344223024107704320_1.jpg	pe erre di 4 i e dai che cominciamo dai dai dai
1325545228011528192_1.jpg	
1312366059102535681_1.jpg	non sono solo offeso ma preoccupato per la tua salute mentale
1361980486046916608_1.jpg	ma per chi lavori
1320668268223451138_1.jpg	va mi ribolle la rabbia nel cuore x dottore mi aiuti
1359066353399955457_1.jpg	3 il problema è qua non si risolve velocemente
1357737636111265792_1.jpg	
1324297216631152641_1.jpg	be nun annava bene
1355564867609047041_1.jpg	si burmini ateo burmini libero
1304041941806448645_1.jpg	
1311349873061572613_1.jpg	ie
1307303428515704833_1.jpg	sono appena evaso e voglio provare la mia innocenza
1362486802796457987_1.jpg	10 credo che mi ammazzerò
1350382833936846849_1.jpg	niente eh neanche una comparsata madonna che tristezza che mi metti
1367495550623440910_1.jpg	vieni a prendere due saraghi
1328039844715655171_1.jpg	che scena di merda
1361614146249363456_1.jpg	domenica faccio la prima comunione n ti voglio in prima fila
1309840148939636736_1.jpg	bravo mi hai fatto piangere
1360932372489854978_1.jpg	gliocchidelconie mn 6
1301233435944443904_1.jpg	e stata la preparazione a una vittoria
1346870259140202497_1.jpg	spero a questo accrocco a e a i so non viene meglio di così a 3 4 ne pe dae
1309161495977177090_1.jpg	lo sento la verità di questi luoghi r n
1307031643048366081_1.jpg	tu sei una minchia
1298917585426280449_1.jpg	speranza
1345674468086132736_2.jpg	dev essere appena arrivato un bonifico bancario sul mio conto
1376198161463717897_1.jpg	pa
1325843357701206017_1.jpg	non mi posso più permettere di fare il volontario
1313045010074365952_1.jpg	giorgio lei pensa che io sia ancora la bestia che ero
1364882381900021764_2.jpg	mi servono soldi
1339516730507468800_1.jpg	dovete morire tutti cosa
1322571884828020736_1.jpg	lo l ho fatto scrivere sul contratto okay
1325046181785899010_1.jpg	insomma dalla giornata di ieri è emerso che tu non sai fare niente giusto
1351841210537803776_1.jpg	
1329877733564936195_1.jpg	mi scusi mi sono innervosito adesso preghiamo con gioia
1315305521067577347_1.jpg	tu pa al tm diaz ag 1 questo è gravissimo e 2 rina
1311232590846844929_1.jpg	ver forse sembra ridicolo ma non fare niente è stancante
1347624201985916929_2.jpg	
1340317073138978816_2.jpg	shakespeare sia un po troppo come dire un po troppo italiano
1376549711486783490_1.jpg	alle 18 00 passano le ricciole abbiamo un ora da questo momento
1362695539607887874_1.jpg	tonino sei pazzo
1363899003075760134_1.jpg	rené questi sono di disney ragazzi restiamo uniti
1322492808096288768_1.jpg	signora non mi manda nessuno stia tranquilla
1300871048871710720_1.jpg	e poi tu ti stai pigliando troppe libertà inutili e fastidiose
1310976666244722689_1.jpg	è ssr ep vado bene mt ho fatto errori di italiano re
1348210735231496192_1.jpg	4 e difficile ma è la vita a i
1375515317179359233_1.jpg	gli sceneggiatori stanno usando uno scrupolo storiografico maniacale sa
1340603021823242247_1.jpg	mi hai chiamato lui è tino tini
1367597851228921860_1.jpg	continua tu ho bisogno di una sambuca
1310606325014036485_1.jpg	rené questi sono milanesi ragazzi restiamo uniti cologno monzese mi centro di produzione tv
1353658688830058498_1.jpg	adesso sono cazzi
1329000852581982208_1.jpg	troppo frizzante parla della morte
1305219701593632768_1.jpg	il conte questo non è reale sono un uomo di scienza
1322186976188076033_1.jpg	i romania offshore derivati x case cu cc
1371180859223650315_1.jpg	
1310669695117414413_1.jpg	
1332399213360123908_2.jpg	voce indemoniata si
1309930739224506369_1.jpg	
1343653019704061953_2.jpg	lo sai che non è vero si si sì che lo so
1311957035924291584_1.jpg	merda merda merda ha detto che non era un sogno
1317760851252809730_1.jpg	va in moto e farnetica di federali alle calcagna
1321177161286471683_2.jpg	
1375140650014945281_1.jpg	rené oggi hai girato 12 secondi hai una media da kubrick
1356337605089046531_1.jpg	o sono morta o sono svenuta lo decido quest estate
1302682983443374083_1.jpg	
1313192230010707968_1.jpg	che giornata di merda mn
1357742481509597185_1.jpg	ni t i ni t n i i mm fa 4 sento una grande sofferenza p di
1380443640661688320_1.jpg	stanis come stai e cominciata questa nuova avventura eh
1302947488375152640_1.jpg	
1374696250742870018_1.jpg	stanis sei un grande
1364625482856206339_1.jpg	continua tu ho bisogno di una sambuca
1299013817083392000_2.jpg	ipffferatta ni imita e non si rende conto
1377183887416172548_3.jpg	poi è meridionale magro magro ha gli occhiali
1375844873820123148_1.jpg	come posso spiegartelo ha un immagine idealizzata del padre
1319952426233958401_1.jpg	ho e un lavoro pieno di compromessi
1373580680827961348_1.jpg	inefficienza degrado sporcizia
1362081382135193606_2.jpg	moltissimo
1327946168756744194_1.jpg	e io mi domando siete in grado di cambiare mentalità
1381632523294412813_2.jpg	
1342879050793103361_2.jpg	
1296477095963455488_1.jpg	non sono l unico nella merda ci siamo tutti e due coglione
1302229997009002496_4.jpg	ho chi vort l eleganza i soldi ra mera
1314241238430818305_1.jpg	stiamo salvando il governo grazie renè
1379386980904095747_1.jpg	viva l italia
1348574269308084224_1.jpg	igî ve sl si cl vv fi nn iii ta 4 imita berlusconi a mister obama mister obama 17
1365705490748084233_1.jpg	ascolta io ti ferisco adesso
1347582642208862210_1.jpg	e un incubo
1347624201985916929_1.jpg	4
1309112561166671872_1.jpg	gum 00n8 rifletto e poi decido se denunciarvi
1301505223169638400_1.jpg	
1311742684004970496_1.jpg	forse non hai capito non ti lasciamo più
1372211160079081473_1.jpg	
1367783008929996806_1.jpg	e eric era perfetto gay isterico assassino perfetto
1327664919077146624_1.jpg	indagherò sulla tua cattiveria
1336344650882445312_1.jpg	fn i lo guarisco vero vie ta
1299783882661744640_1.jpg	a la tua vita la stai buttando lo sai quanti anni hai 40 2h
1377539667051024387_1.jpg	ora non posso sbagliare niente
1351274202662379543_1.jpg	2
1310607578611810305_1.jpg	c ho n idea ep si 4 a ì famo ariva l inverno cosi de botto n
1371180859223650315_2.jpg	
1347272218582114306_1.jpg	
1365305855630069764_1.jpg	
1322180441902899201_1.jpg	siamo davvero su scherzi a parte
1314933954961649664_2.jpg	
1323330161991962624_1.jpg	infatti sei stato scelto come regista perché non avresti mai capito
1369626158124384259_2.jpg	di fare questa cosa che sto per fare
1347485448403353600_1.jpg	non voglio essere insistente
1380193323160379395_1.jpg	dove cazzo è la segway
1310976622472892427_1.jpg	tu sei scettico ma quello che dico è provato scientificamente sa
1378371063520894977_1.jpg	b b bisognosi e balordi
1313401717946494976_1.jpg	arianna dov è oggi è una giornata corta ma infernale
1370683514530754561_1.jpg	e un sacrificio così grande
1323553284796403712_1.jpg	vir come stai caffè bene bene grazie a dio campicchio
1305801633641779201_1.jpg	forse stiamo facendo una stronzata
1364517988779646976_1.jpg	no il conte è una merda
1371042584890650626_1.jpg	lo starnuto in faccia è un omaggio
1297461735037771777_1.jpg	igî ve sl si cl vv fi nn iii ta 4 imita berlusconi a mister obama mister obama 17
1376895256545878019_1.jpg	vi vedo
1371180859223650315_3.jpg	
1366700371234729988_1.jpg	
1322846608057376775_1.jpg	ma se al posto suo arriva una che non beve forse è meglio
1313554620606607360_1.jpg	ti ho detto di non rompermi i coglioni appunto
1333419749137592328_1.jpg	
1371770680153407488_1.jpg	noi dobbiamo stare fermi
1352324754372440068_1.jpg	o o _ questo cichiede il paese oggi vuole sapere dove stiamo andando
1300463356197982209_1.jpg	èu è f
1369962719177236482_1.jpg	lo rido perle tue cose tu ridi per le mie
1329428166725824514_1.jpg	non ti vedo felice secondo me devi ripensare a quest ultimo anno fa
1352211485691441153_1.jpg	
1323274232776851459_1.jpg	ido a guardia a tit
1316298560187621376_1.jpg	
1378010988809752576_1.jpg	il pesce risolleva l umore è provato x
1381530823049031681_1.jpg	gli schiavi vanno bene ne hai due solo per te
1341493389196443651_2.jpg	0ggi la produzione offrirà a tutti il pranzo in trattoria da tonino
1301958210023120896_1.jpg	bisogna fare qualcosa raccogliamo delle firme contro questa regola
1354453749733986307_1.jpg	one more time
1326918614839144453_1.jpg	n ba n forse il problema è qua
1329482899045961729_1.jpg	ridacchia
1367162198192177152_1.jpg	sono io il re capito sergio fermate quest invasato
1358006348122894339_1.jpg	
1308028203676495873_1.jpg	
1357037993027137537_1.jpg	stiamo salvando il governo grazie renè
1309477760822247424_1.jpg	to pb si fe dr che tipo mi spiace che è deceduta poteva darmi tanti consigli e _ a _ 4
1372760490699497481_1.jpg	
1316405957178597379_1.jpg	cadattn o
1336274263385509888_1.jpg	oggi la banca mi ha ricordato di 250 000 euro che non sapevo di avere
1358078553301147652_1.jpg	i _ gt piegati alla sua volontà vieni dai cinesi
1371042584890650626_2.jpg	achi a bertolucci
1350130470512697344_1.jpg	ha questo è un periodaccio per me molto difficile
1300146267847372803_1.jpg	lo sono assolutamente contrario alle canne
1371161274474713091_1.jpg	
1357632125701394438_1.jpg	rai chiedi scusa poi ti prendo a calci
1306624025653850117_1.jpg	lo resto qui e vaffanculo
1332339524937150466_1.jpg	ni me no io non faccio uso della mia intelligenza gratis chiaro
1301200457474478082_1.jpg	no duccio no qui dobbiamo stare in forma
1322180418284752896_1.jpg	a la tua vita la stai buttando lo sai quanti anni hai 40 2h
1314188798809395202_1.jpg	sento che manca la matematica io
1308073512062431233_2.jpg	il telefonino e la carta sim si sono quasi squagliati
1304348543453466624_1.jpg	mi dovevi stare addosso lo volevo fare una brutta fotografia ma non così brutta
1304404335250481157_1.jpg	y na e nu po e si a se se vi x di cca pe la scena del capovillaggio che danza e sente cattivi presagi è finita sa i
1318178461077438464_1.jpg	partiamo da lì e in tre mesi avremo conquistato questa penisola
1301090070833901569_3.jpg	che national geographic
1314641788137730048_1.jpg	è 4 o ed lam i ho fatto tanti errori nella vita rh
1374313645891579909_1.jpg	la squadra non sente sintonia ia
1320760060042248192_1.jpg	comincio a ricordare prendo carta e penna dimension six
1341098119338061825_1.jpg	lo piango d istinto produco emozioni genuine
1340603021823242247_2.jpg	ciao tino è come galileo galilei
1322571595026698242_1.jpg	
1362081382135193606_1.jpg	quanto hai pensato nella roulotte
1369317024330100757_1.jpg	sn
1308341000230834176_1.jpg	giorgio lei pensa che io sia ancora la bestia che ero
1343861245108219911_1.jpg	vai ca la fede è come la champions league noi giochiamo il campionato
1345405915059662850_1.jpg	ho superato tradimenti incendi pirati
1371409837075140611_1.jpg	ormai ho preso una decisione irrevocabile
1310972604614729729_1.jpg	n ua a 3 e dn
1302229997009002496_2.jpg	come l amore i soldi xx meer
1319258896859598848_1.jpg	
1334180530229813253_1.jpg	ho degli strani presentimenti 7 vati
1364159981101195264_1.jpg	e il momento per lei di fare il salto di qualità
1306669254230642694_2.jpg	volevo brindare con voi
1368855929597362180_1.jpg	rene oggi è lunedì caro boris
1368951761654931459_1.jpg	la ritiro e denuncio anche i brogli
1367056795152375808_1.jpg	momenti di squallore che diventano lavoro
1305944476616200193_1.jpg	musica trionfale
1310202530064773120_1.jpg	4 che schifezza
1312105067827195904_1.jpg	
1311289699722559489_1.jpg	il progetto è fattibile
1342416894486315011_1.jpg	
1310564516267204615_1.jpg	d n nessuno è più basito chiaro nessuno è più basito nessuno è sorpreso
1313509326007365639_1.jpg	seli uno stronzo
1301538060757356544_1.jpg	andiamo in onda in fascia protetta fd è di
1345340271224086528_1.jpg	no ma sei molto caro come se avessi accettato
1310655520148082688_1.jpg	merda
1340954168438210563_2.jpg	_ ma nonmi impedirete di continuare a sognare no
1339585974666293253_1.jpg	non posso doc ti ho già spiegato che ho molti problemi di soldi
1326569415199035399_1.jpg	c è la madre c è il padre c é il nonno sdentato
1327230197284937729_1.jpg	rené sei un pezzo di merda nap o
1301550521761882112_1.jpg	urlando per rilassarmi
1318565140833456132_1.jpg	sono io il re capito sergio fermate quest invasato
1318229208850718721_1.jpg	o i 4 la gang degli esuli cubani e 5
1304804108977795072_1.jpg	fa piangere fa ridere fa tutto suscita forti emozioni
1370323849573711878_1.jpg	a vai tutto aperto
1325742976790917121_1.jpg	adesso sono cazzi
1366824705366319110_1.jpg	a
1375844873820123148_3.jpg	
1351929135145373700_1.jpg	ra
1364901780652498946_1.jpg	non voglio piangere
1364882381900021764_1.jpg	merda
1310515439978647554_1.jpg	4 è penne n cu i î prima di piangere devi guardare sn un punto fisso all orizzonte wi
1299059109514280962_1.jpg	le vertenze sindacali le litigate con la cgil
